"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8073068","8073068","APOBEC3C","apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C",0.303437140751608,6.41378500590731,3.00505776391959,0.0102679454213147,0.070737524569171,-2.86026544361278
"7906486","7906486","SLAMF8","SLAM family member 8",0.520659599344887,5.92437898232999,3.00383183532382,0.0102920495247164,0.0708747003115498,-2.86249471406976
"8117382","8117382","HIST1H2BD","histone cluster 1, H2bd",-0.424427234100943,7.34004045247633,-3.00282800524272,0.010311828621686,0.0709298026278621,-2.86432001929738
"8021442","8021442","ZNF532","zinc finger protein 532",0.329122906226273,5.57383792878339,3.00277767450003,0.0103128213140527,0.0709298026278621,-2.8644115355163
"7977928","7977928","CEBPE","CCAAT/enhancer binding protein (C/EBP), epsilon",-0.22541649324932,4.83731899513759,-3.00267564972651,0.0103148338788591,0.0709298026278621,-2.86459704616354
"8137464","8137464","PSPH","phosphoserine phosphatase",-0.383093371599603,4.56233870898389,-3.00257430817236,0.010316833352769,0.0709298026278621,-2.86478131365395
"8045009","8045009","GYPC","glycophorin C (Gerbich blood group)",0.431188760736891,5.65967290633682,3.00131843224446,0.0103416438372652,0.0710221226371664,-2.86706477813918
"8139244","8139244","COA1","cytochrome c oxidase assembly factor 1 homolog",0.249942082515095,7.9754422014654,3.00101508377995,0.0103476455305996,0.0710221226371664,-2.86761631384879
"8118142","8118142","TNF","tumor necrosis factor",0.441201513690975,4.7138845916261,3.0008321545393,0.0103512664248183,0.0710221226371664,-2.86794890452173
"8177983","8177983","TNF","tumor necrosis factor",0.441201513690975,4.7138845916261,3.0008321545393,0.0103512664248183,0.0710221226371664,-2.86794890452173
"8179263","8179263","TNF","tumor necrosis factor",0.441201513690975,4.7138845916261,3.0008321545393,0.0103512664248183,0.0710221226371664,-2.86794890452173
"7905938","7905938","SLC50A1","solute carrier family 50 (sugar efflux transporter), member 1",0.317450333343018,8.14016282245259,2.99935643845996,0.0103805227807509,0.0711939627307805,-2.87063185709256
"8065762","8065762","PIGU","phosphatidylinositol glycan anchor biosynthesis, class U",-0.317739519322763,7.17872125744861,-2.99847151849925,0.0103981058862937,0.0712746479204295,-2.87224061347713
"7993259","7993259","SNN","stannin",0.309055955105968,5.89192437613355,2.99834013003648,0.0104007190594877,0.0712746479204295,-2.87247946785883
"7910446","7910446","COG2","component of oligomeric golgi complex 2",-0.331049055414915,6.91832695589477,-2.9969404935535,0.0104285968374603,0.0713846548787063,-2.87502381091682
"7902205","7902205","IL12RB2","interleukin 12 receptor, beta 2",0.3975635093837,3.85208826307773,2.99689850435224,0.0104294343190829,0.0713846548787063,-2.87510013882247
"7953569","7953569","PTPN6","protein tyrosine phosphatase, non-receptor type 6",0.406140647637796,7.19958650819673,2.99689826428574,0.0104294391074414,0.0713846548787063,-2.87510057521455
"8161004","8161004","CD72","CD72 molecule",0.626029097522215,4.95119719392541,2.99514927893491,0.0104643823544087,0.0715948393701468,-2.87827974415941
"8092392","8092392","KLHL6","kelch-like family member 6",0.590604366895565,7.00111421787657,2.99401323188645,0.0104871419048403,0.0717127650820586,-2.88034462125099
"7964759","7964759","GRIP1","glutamate receptor interacting protein 1",-0.32646910209548,4.03153115087905,-2.9938656475251,0.0104901022150675,0.0717127650820586,-2.88061286218044
"8004144","8004144","MIS12","MIS12 kinetochore complex component",0.236486130810401,6.43276596895731,2.99326225458831,0.0105022139667956,0.0717280089835314,-2.88170953530523
"7960464","7960464","VWF","von Willebrand factor",0.838840854945513,5.91478607424572,2.99312880367087,0.0105048945683977,0.0717280089835314,-2.8819520795396
"8053648","8053648","KRCC1","lysine-rich coiled-coil 1",-0.461050514451463,7.16165740886679,-2.99312055161965,0.0105050603479962,0.0717280089835314,-2.88196707741864
"8120602","8120602","OGFRL1","opioid growth factor receptor-like 1",0.413222321449385,5.98698090117295,2.99264079872341,0.0105147028139791,0.0717648630493061,-2.88283900517993
"8132503","8132503","STK17A","serine/threonine kinase 17a",0.298188689231537,7.76817475289123,2.99189097748105,0.0105297909475875,0.071838840096818,-2.88420172931808
"8035880","8035880","UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",-0.274136961985403,6.29075008212029,-2.99128825755661,0.0105419346544429,0.0718926773973427,-2.88529707644449
"7945132","7945132","FLI1","Fli-1 proto-oncogene, ETS transcription factor",0.443727759132369,6.09905198717564,2.99086448825733,0.0105504811612569,0.0719219494000846,-2.88606719056172
"7928189","7928189","UNC5B","unc-5 netrin receptor B",-0.274820576621963,5.97205819425349,-2.9900745575486,0.0105664307256484,0.0720016436307181,-2.88750268661104
"8139712","8139712","VOPP1","vesicular, overexpressed in cancer, prosurvival protein 1",0.339097987284693,7.44459538605838,2.9890896266952,0.0105863511087087,0.0721083206461842,-2.88929246927668
"8128247","8128247","BACH2","BTB and CNC homology 1, basic leucine zipper transcription factor 2",0.449703387286475,4.43976925890363,2.98876116020127,0.0105930026866913,0.0721117032327851,-2.88988932855809
"8009568","8009568","TTYH2","tweety family member 2",0.238227482037502,5.03202702821881,2.98864388248478,0.0105953786129326,0.0721117032327851,-2.89010243262098
"8057898","8057898","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",0.360331112666203,4.04043462419744,2.98840491876053,0.0106002214110336,0.0721156159676797,-2.89053664728827
"8147777","8147777","CTHRC1","collagen triple helix repeat containing 1",0.312613072526148,4.91412390238072,2.98819463152239,0.010604484874935,0.0721156159676797,-2.89091875054392
"7930682","7930682","FAM160B1","family with sequence similarity 160, member B1",0.286488547322826,6.9699887226712,2.98773028053392,0.0106139053824553,0.0721506571756287,-2.89176248764408
"7945801","7945801","SNORA54","small nucleolar RNA, H/ACA box 54",0.491417504648923,5.25610465175446,2.98563932676138,0.0106564286333091,0.0723743473170472,-2.89556156761057
"8123315","8123315","QKI","QKI, KH domain containing, RNA binding",0.328532988771429,5.9280627759571,2.98536010319157,0.0106621199302816,0.0723743473170472,-2.89606886331558
"8097773","8097773","MAB21L2","mab-21-like 2 (C. elegans)",0.302145083566524,5.24041395640925,2.98527459100927,0.0106638634929512,0.0723743473170472,-2.89622422118649
"8027312","8027312","ZNF429","zinc finger protein 429",-0.356158499644104,4.70581961289684,-2.98525201420506,0.0106643238731224,0.0723743473170472,-2.89626523844213
"7956930","7956930","DYRK2","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2",-0.273092421510834,8.02776925061243,-2.98506114493204,0.0106682168173478,0.0723743473170472,-2.8966120055561
"8100798","8100798","SULT1B1","sulfotransferase family, cytosolic, 1B, member 1",-0.571901905374625,10.1232297489723,-2.98466369759076,0.0106763276298314,0.0724003188567711,-2.89733406887065
"7951796","7951796","NXPE4","neurexophilin and PC-esterase domain family, member 4",-1.43843927743721,9.36369890629732,-2.98417773624553,0.0106862530926021,0.0724385704825705,-2.89821692124834
"7897460","7897460","SLC25A33","solute carrier family 25 (pyrimidine nucleotide carrier), member 33",-0.36512898735076,6.15325016438641,-2.9835325293705,0.0106994452083902,0.0724892072086213,-2.8993890448272
"8118116","8118116","MICB","MHC class I polypeptide-related sequence B",0.327365833731782,5.78583632750506,2.98339307505516,0.0107022986627658,0.0724892072086213,-2.89964238150754
"7925876","7925876","PFKP","phosphofructokinase, platelet",0.32619674850268,6.58936535119894,2.98312726693264,0.010707739607584,0.0724970147400142,-2.90012525134208
"8165686","8165686","ND5","NADH dehydrogenase, subunit 5 (complex I)",-0.205580381606595,12.2837562268173,-2.98281109460015,0.0107142150566709,0.0725118173531136,-2.90069960517768
"8009243","8009243","MILR1","mast cell immunoglobulin-like receptor 1",0.430064053438768,4.92306627650966,2.98250311103881,0.0107205265322395,0.0725254988211449,-2.90125907489229
"7951807","7951807","CADM1","cell adhesion molecule 1",0.376184416336383,5.21009272330731,2.98180238715249,0.0107349001534337,0.07259368879758,-2.90253194843883
"8169709","8169709","GLRX5","glutaredoxin 5",-0.39480958680202,8.00634504710188,-2.98150032347378,0.0107411021451394,0.0726065865116863,-2.90308063735783
"7997453","7997453","PLCG2","phospholipase C, gamma 2 (phosphatidylinositol-specific)",0.611878505153813,6.70232868700026,2.98091450546226,0.0107531403423196,0.0726589091236031,-2.9041447337083
"8180309","8180309","ST6GALNAC3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",-0.242495639285512,5.26409596519425,-2.980334188804,0.010765078697913,0.0726849417421558,-2.90519880708443
"8066905","8066905","ZNFX1","zinc finger, NFX1-type containing 1",0.363970889397933,7.22770346437332,2.98020205981177,0.0107677987127583,0.0726849417421558,-2.90543879884309
"7906703","7906703","NDUFS2","NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",-0.260476754062894,8.9920804366245,-2.98010044099858,0.0107698911075417,0.0726849417421558,-2.90562337254744
"7973306","7973306","ABHD4","abhydrolase domain containing 4",-0.307141365665874,6.02878473709626,-2.97970990791552,0.0107779361849786,0.0727102111505382,-2.90633270247304
"8014066","8014066","EVI2A","ecotropic viral integration site 2A",0.519687658913822,5.42032134920972,2.97946646509186,0.0107829541855766,0.0727150472522371,-2.90677486369536
"8141180","8141180","TECPR1","tectonin beta-propeller repeat containing 1",0.273070453110902,5.60559764844716,2.97833879355995,0.0108062287526944,0.072842943896751,-2.90882296583879
"7908003","7908003","NPL","N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)",0.35545226076714,5.25017314529591,2.97812565075982,0.0108106335127852,0.0728435911387591,-2.90921006772356
"8114658","8114658","DIAPH1","diaphanous-related formin 1",0.257315014817853,7.64423130730693,2.97695390562808,0.0108348803809337,0.072977883553811,-2.9113380739499
"8069689","8069689","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif, 5",0.305441287252112,4.78914226117771,2.97307429227725,0.0109155469603637,0.0734919302715688,-2.91838295462625
"8084219","8084219","KLHL24","kelch-like family member 24",-0.301116158756241,6.92500926370205,-2.97245940281158,0.0109283866164892,0.0735138586563285,-2.91949938970503
"7937443","7937443","EPS8L2","EPS8-like 2",-0.224562212369659,6.44142702229026,-2.97233538432946,0.0109309780924751,0.0735138586563285,-2.9197245619101
"8097417","8097417","JADE1","jade family PHD finger 1",0.231062316077024,6.17789600553996,2.97216024148022,0.0109346388962734,0.0735138586563285,-2.9200425548788
"8132819","8132819","IKZF1","IKAROS family zinc finger 1 (Ikaros)",0.660827706475235,5.63403654752955,2.97208569245668,0.0109361974754919,0.0735138586563285,-2.92017790677425
"8151993","8151993","COX6C","cytochrome c oxidase subunit VIc",-0.361320070765137,9.43626082371746,-2.97140489062337,0.0109504410466709,0.0735803483048562,-2.92141395339611
"8077211","8077211","ATG4B","autophagy related 4B, cysteine peptidase",-0.181085787181718,5.92774651602765,-2.97000556024441,0.0109797753350769,0.0737481453376279,-2.92395440919408
"8009183","8009183","MAP3K3","mitogen-activated protein kinase kinase kinase 3",0.243622499064965,5.72687975266896,2.9687103295446,0.0110069968631037,0.0739016238950087,-2.92630571407222
"8077786","8077786","IRAK2","interleukin-1 receptor-associated kinase 2",0.435065168832547,4.88487451501858,2.96698971380657,0.0110432621974569,0.0741156771378353,-2.92942900533697
"8092073","8092073","EIF5A2","eukaryotic translation initiation factor 5A2",0.270235007524603,4.6405533277184,2.96676636113004,0.0110479784766505,0.0741179063993067,-2.92983441890799
"8132642","8132642","PPIA","peptidylprolyl isomerase A (cyclophilin A)",-0.323768579767426,7.33313053951832,-2.96579144513891,0.0110685880568949,0.0741951571114451,-2.93160396159784
"8150565","8150565","RNF170","ring finger protein 170",-0.252202880493677,6.82711796994917,-2.96549208081374,0.0110749242263218,0.0741951571114451,-2.93214731171348
"8062557","8062557","PPP1R16B","protein phosphatase 1, regulatory subunit 16B",0.521379791101589,5.80802939368544,2.96531385611445,0.0110786981344467,0.0741951571114451,-2.93247078789405
"7931951","7931951","SFMBT2","Scm-like with four mbt domains 2",0.407419173116375,6.47332269990281,2.96529209545097,0.0110791590039049,0.0741951571114451,-2.93251028309494
"7973618","7973618","IRF9","interferon regulatory factor 9",0.336071904378645,7.2718603349235,2.96518455572127,0.0110814368689459,0.0741951571114451,-2.93270546506543
"8120719","8120719","CD109","CD109 molecule",0.40056952089911,3.98048012407791,2.96434501182874,0.0110992357438729,0.0742849087434341,-2.93422917967474
"8133413","8133413","LIMK1","LIM domain kinase 1",0.357157438418217,6.14925343995555,2.96362312758265,0.0111145628349862,0.0743580527456579,-2.93553929763023
"7946128","7946128","FAM160A2","family with sequence similarity 160, member A2",-0.292510798565269,6.74833741359497,-2.96306797355115,0.0111263641813731,0.0743992498288016,-2.93654679073663
"7996100","7996100","ADGRG3","adhesion G protein-coupled receptor G3",0.41022553042577,4.70918320565796,2.9628311839167,0.0111314015861687,0.0743992498288016,-2.93697650762667
"8001410","8001410","AKTIP","AKT interacting protein",-0.297148661604825,6.65026539702089,-2.96271270203893,0.0111339229898774,0.0743992498288016,-2.93719152209909
"7997702","7997702","COX4I1","cytochrome c oxidase subunit IV isoform 1",-0.30866161628995,7.02604921480093,-2.96161829513516,0.0111572397819648,0.0745170714586549,-2.93917753016898
"7919645","7919645","SV2A","synaptic vesicle glycoprotein 2A",0.32170904978042,4.28081094244942,2.96147151971901,0.0111603705745483,0.0745170714586549,-2.93944387335614
"8022612","8022612","ZNF521","zinc finger protein 521",0.343770532831309,4.44059100441956,2.96087982343787,0.011173000590602,0.0745719494610021,-2.94051756313964
"7941214","7941214","POLA2","polymerase (DNA directed), alpha 2, accessory subunit",0.280340943859615,6.16486625367265,2.96039262478864,0.0111834107014576,0.074606069633201,-2.94140160724055
"8030128","8030128","PPP1R15A","protein phosphatase 1, regulatory subunit 15A",0.364388851319833,6.03061463986674,2.96022761228814,0.0111869387507491,0.074606069633201,-2.94170102486612
"8065693","8065693","NECAB3","N-terminal EF-hand calcium binding protein 3",-0.213348666446688,5.80259120132179,-2.95984274061242,0.0111951717894192,0.0746315355961834,-2.94239937026296
"8076449","8076449","RRP7BP","ribosomal RNA processing 7 homolog B, pseudogene",0.312667580298443,8.51042609840928,2.95920900743865,0.011208741482695,0.074692543755003,-2.94354924169071
"7973530","7973530","PCK2","phosphoenolpyruvate carboxykinase 2 (mitochondrial)",-0.415016005036938,6.74180244451249,-2.95777403536671,0.0112395278754728,0.0748310661285189,-2.94615277368586
"8028104","8028104","HCST","hematopoietic cell signal transducer",0.360988928504302,6.28715295386834,2.95769366028558,0.0112412547487486,0.0748310661285189,-2.94629859591851
"8108370","8108370","EGR1","early growth response 1",0.593425535219152,6.50987711574647,2.95762138791155,0.0112428077585732,0.0748310661285189,-2.94642971711688
"7989501","7989501","CA12","carbonic anhydrase XII",-1.15552422327533,8.92641729495304,-2.95717227763694,0.0112524631417309,0.0748658566997649,-2.94724451082626
